title,date,content
걍 20이하심갓사씨발ㅡ,2021-11-06 16:46:02,"심갓이랑 에센셜코퍼2핀 4.4사면 종결가능하니까 사고 판 떠라
- dc official App"
루룻쨩 펀하고 쿨하고 섹시하다,2021-11-06 16:45:48,ㅇㅇ
초등학생보고 섹시하다고 했다가 혼남,2021-11-06 16:45:22,"담당자가 들어서 교육봉사 쫓겨난적있음 근데 상황이 니들이 생각하는 그런 역겨운 상황이 아니고 초2짜리 여자애가 나보고 저 예뻐요? 하고 자꾸 물어봐서 원하는 답이 있는거같길래 그냥 어 섹시하네 라고 얘기한건데 동기들이랑 담당자는 표정 개심각해지더라
- dc official App"
루룻쟝~~~~,2021-11-06 16:45:02,"색시
- dc official App"
루룻쨩이 체고다 ㅋㅋ,2021-11-06 16:42:42,ㅋㅋ
"헤드폰, 이어폰들 비싼건 왜 비쌈?",2021-11-06 16:42:26,"음질만 본다면 기술적인 수준은 대기업 번들이랑 다를 거 없지 않음?

갑자기 궁금해짐

저어기 좆소에서 가능한거면 머기업에서 못할 이유가 읎지 않나 싶음


노캔같은건 테크놀로지의 영역이니까 또 따로일테고"
아우 귀아파 시발,2021-11-06 16:42:04,"크리스탈ss팁으러 하고도 귀아프면 걍 중고로 팔고 에어팟프로 사게생겻노
- dc official App"
시발개,2021-11-06 16:42:01,"새
- dc official App"
x2hr이 같은 가격대 오픈형 헤드폰중에서 제일 나음?,2021-11-06 16:41:48,
아이바쏘 꼬다리 출시했네,2021-11-06 16:41:26,"dc05 mqa 나옴

dc04도 mqa였나?"
걍 다시 샀다,2021-11-06 16:41:25,"구리면 구린거지 뭐 ㅅㅂ

환율 올라서 괜히 약간 더 비싸게 샀네"
로나로나담탐 로나로나담탐,2021-11-06 16:39:26,
에이징부정하는놈들은 중고만사서써본건가,2021-11-06 16:37:40,"신품을 써본적이 없는건가

이악물고 부정하네 ㅎㅎ"
에이징 찾는 유저특),2021-11-06 16:36:36,"에이즈임
- 음악은 계속된다."
이번 스텔스 아리아 양념 쳐져 있음??,2021-11-06 16:34:28,"그리고 케이블 추천좀 xlr 연결하고싶음
- dc official App"
아 ㅆㅂ 에어팟프로 없어짐,2021-11-06 16:34:22,"지하철 개찰구 밖에 있는 의자에서 앉아서 에어팟프로 옆에 두고 폰보고 있었는데 웹툰 하나 보니까 에어팟프로가 사라진거임 ㅋㅋ
그래서 계속 찾다가 결국 옆에 서있던 공익한테 누가 가져갔는지 봤냐고 물어보고 못봤다길래 CCTV 확인할려고 했더니 일단 경찰에 신고부터 하래서
경찰에 신고하고 CCTV 확인했는데 어떤 아줌마가 가져갔더라 경찰오고나서는 자초지종 설명하고 아줌마가 가져갔다고 하니까 알겠다고 조사할테니 오늘은 일단 돌아가래
그러다 이틀 후에 사건이 다른 부서로 되었대 자기네 지하철 경찰이 아니라 형사한테 사건이 옮겨갔다는데
그 아줌마가 카드도 안찍고 전철 타러 들어갔다가 다시 몰래 나와서 도망갔다네?? 그래서 힘들거같다길래 CCTV 확인해서 추적하면 되지않냐고 했더니
힘들거같대 내 에어팟프로 산지 일주일 됐는데 바로 뺏겼노 ㅅㅂㅋㅋㅋ"
V281이든 A281이든 포터블 281을 내놔라,2021-11-06 16:33:41,집밖에서 륙세를 울려보겠단말임
버즈 프로 미개봉 두 조건중에 뭐가 더 나은거 같냐?,2021-11-06 16:31:20,"미개봉이 아닌 완전 새상품 14만 안전거래

vs

미개봉 13만 안전거래x 선입금 택배거래



둘중 뭐가 더 낫냐? a/s 기간이랑 안전성을 따지면 전자가 더 낫긴한데 후자가 만원 더 싸서 말야.."
솔직히 dd는 에이징 있는거같다,2021-11-06 16:30:02,"첨에 바로 들을때보다

한 세시간 켜두고 들은게 더 좋은듯

그이후론 걍 똑같음




- dc official App"
이번 에어팟3 측정치 재밌네 오픈형에서,2021-11-06 16:27:34,"오픈형에서 저정도 저음이 나온다니

궁금해지는구만"
씹덕은 이어폰으로,2021-11-06 16:27:33,난 비씹덕이닌가 헤드폰으로감
아 A281 쓰다가 시그니처쓰니까 역체감 ㅠㅠ,2021-11-06 16:26:23,이건 진짜 R10D 소리가아니란말임
다음주에 셰에 갈건데 꼭 들어봐야할 헤드폰 추천돔,2021-11-06 16:26:17,"현재 560s 쓰고있고 클래식 올드팝 위주로 들음
50 언저리로"
궁금한게 소니 빨간색 파란색 헤드폰 왜이렇게 많이 씀?,2021-11-06 16:24:48,유튜브에서 음악 유튜버나 그냥 실제 가수들 녹음할때 보면 열에 여덟정도는 소니 헤드폰 빨간색 또는 파란색 쓰던데 왜 다들 이거 쓰냐?
근데 ㄹㅇ 유선이어폰 왜쓰냐,2021-11-06 16:24:07,"밖에서는 무선쓰고 집에서는 헤드폰쓰는데 유선이어폰이 설 자리가 있냐?

물론 나는 신품 m7 사서 에어팟프로 도난당한 뒤로 무선 일부러 안사고 있다 ㅋㅋㅋㅋㅋ"
평판형 헤드폰은 그냥 사기 같음..,2021-11-06 16:23:51,"HD800S 쓰다가 호기심으로 순다라 샀는데 솔직히 해상도는 200따리 HD800s가 순다라 보다 좋은지 모르겠음

전체적인 소리의 밸런스나 착용감은 흐드팔스가 낳은데

결론적으로 200주고 흐드팔스 살바에 그냥 순다라 사서 음악듣는게 더 낫다고봄

그냥 평판형이 DD 보다 해상력이 좋은것 같다."
득삼플 vs l30e30,2021-11-06 16:23:30,"ㅇㅇ
- dc official App"
쿠팡 아즈라 사이즈 3개짜리 시키고,2021-11-06 16:23:04,"사이즈 뭐가 맞는지 확인한다음에 
묻지마 환불 때리고 정사이즈 3개든거 다시 주문 가능?
좀 양심없는 것 같긴 한데..
- dc official App"
오래살고싶냐 ㄷㄷ,2021-11-06 16:22:49,"헤드파이가 답인가










- dc official App"
성님들 혹시 파워비츠프로 2세대는 소식없습니까?,2021-11-06 16:21:32,"운동할 때 애만큼 좋은 무선 이어폰이 없는데...

한 2년째 땀에 절여져서인지 가끔 정신 못차리는 때가 있어서 슬슬 바꿀 때가 된 거 같아서 물어봄."
셰에 10년전에 한번 가봤는데 기억나는거,2021-11-06 16:18:23,"그때는 맘에드는게 1도 없었음 ㄹㅇ

기억나는건 파이널이어폰 이상하게생긴거 100만원넘는거 들어보고 무슨 이런 쓰레기를파나했지"
560s + 소나타프로 = 수백만원 헷폰 댁앰,2021-11-06 16:17:28,차이없다
이어폰이 더 재미써,2021-11-06 16:17:11,"헤드폰은 몬생긴게 많아



- dc official App"
헤드폰은 hd560s 사고 종결하면 된다,2021-11-06 16:14:08,능지낮은애들이 여기서 돈 더 쓰는거임
고려대 서울캠 에타 20대 대선 평가,2021-11-06 16:13:44,ㅅㅂ ㅋㅋㅋㅋ
버즈2 폄하하는 놈들보면 마음이 안타까움 ㅇㅇ,2021-11-06 16:13:06,"킹갓제너럴황림머좌가

이거는 아무리봐도 팀킬같습니다를

2개의영상에서 6번정도얘기한 리시버인데

ㅇㄱㄹㅇ

킹림머좌를 의심하지말란말임 ㄹㅇ"
어우 베이스 쎄게울릴때 골전도 좆되네 시발ㅋㅋㅋ,2021-11-06 16:13:00,"아 좀 그렇노 ㅋㅋㅋ
- dc official App"
4극 이어폰단자는 컴터에 못씀?,2021-11-06 16:11:47,이게 뭔뜻이노...
오늘 치과갔다옴요ㅇㅇㅇㅇ,2021-11-06 16:11:00,"이쁜 치위생사쌤이 치아 본 뜬다고 내 입에다 손가락 넣어주니까 기분 존나 황홀했음ㅇㅇㅇㅇ
솔직히 손가락 빨아주거나 핥아주고 싶었는데...
- dc official App"
HD560S 케이블 2개 리뷰,2021-11-06 16:09:33,"케이블 산 이유


일단 본인 음감한다고 말하기 부끄러울정도로 아주 가볍게 즐긴다.
LG V35 LG G7사서 음감중이고 헤드폰 젤 비싼거 사본게 HD560S가 처음이자 마지막이될 예정.
알다시피 hd560s는 동봉 케이블이 엄청길고 꼭다리도 3.5가 아니라서 동봉잭연결해서 폰으로 듣기엔 너무 크고 거추장스러워서 밤에 가볍게 못 듣겠더라

1. 네이버에서 적당한 가격에 산 케이블

이거 알리발이라던데 해외직구하기도 귀찮고 가격 차이도 그렇게 많이 안나서 사봄.
사기전에 구글링하다가 이거 헤드폰에 딱 맞다길래 샀음
보니까 hd598 뭐 이런 케이블도 같이 쓸수있는거더라.
딱 맞다는 리뷰보고 산건데 막상 끼워보니 일단 잘 들어는가는데 돌려지지가 않음...
hd560s 헤드폰은 케이블 넣고 돌려야하는데 아무리해도 안돌아감.
보니까 홈이 좀 작아서 그런거 같더라.

얘 장점은 케이블이 빳빳해서 좋은거.
단점은 위에 말한대로 완전 장착이 안됨.
그렇다고 쑥 뽑으면 뽑히는건 아닌데 헤드폰에 손상갈거같음

2. 젠하이저 코리아 스토어에서 산 HD599 1.2m 케이블

원래 첨부터 이거살랬는데 품절이어서 못샀는데 며칠전 입고되었다하길래 바로 삼.

헤드폰에 넣어보니 쑥 들어가고 돌리는것도 잘됨.
위에거 사고 혹시 호환이 안되는걸까라고 생각했는데 걍 위에 중국산 케이블이 문제였던거같음.
둘이 같이 비교해보니 미묘하지만 홈이 정품것이 더 넓음

얘 장점은 젠하 공식이니까 당연한거겠지만 완전 장착되는거.
단점은 애가 좀 흐물흐물함. 뭔가 약해보임 ㅋㅋ

결론은 중국산 케이블 뽑기 잘해야함...ㅠ

모바일이라 순서 배열 못해서 ㅈㅅ"
유선충들 언제퇴갤하냐 ㅇㅇ,2021-11-06 16:06:05,"좋은말로할때

깔끔하게 퇴갤하고

무선하나사고 입갤해라

ㅇㄱㄹㅇ"
안면홍조 있는데 헤드폰끼면 열 확오름...,2021-11-06 16:05:59,"나같은사람 없냐

오픈형도 버겁다

유일하게 쓸수있는게 코스꺼"
아리아가 좋긴 하네,2021-11-06 16:04:20,"오늘 청음해본거 다 바르더라
댐핑감 좀 딸리긴 해도
- dc official App"
설마 섹스 안해본 사람이 있냐???,2021-11-06 16:03:22,;;
바싼음식은 항상 맛있던데,2021-11-06 16:02:18,맛있던데?
지듣쇼미,2021-11-06 16:00:03,"https://www.youtube.com/watch?v=SX3pn5_arII
비와이를 이길 참가자가 나오긴할까"
85분짜리 교향곡,2021-11-06 15:54:45,"https://youtu.be/nO_SxlgDBfA

이사람곡중에 2시간넘는거 있는데 유튜브엔 안 뜨네"
애플뮤직 1자리 할사람?,2021-11-06 15:54:31,"방금 닥헤에 글 썼는데 규칙 위배로 삭제됨
나 대신 대타로 들어갈 사람?
근데 어떤 분이 댓글 달아줬는데 대답도 못했는데 혹시 갤럼이면 여기에 글 댓글 좀 써주라"
갤럭시 유저인데 폰이랑 컴터 쓸때 필요한 이어폰 추천점,2021-11-06 15:54:23,"군바리라 싸지방 연등때 이어폰 필요함

폰은 A32이고 가격은 3~4만원까지 보고있음

성능은 그리 큰거 안바람
꼽는 부분 C타입이 아니라 이런거면 좋겠음

줄 꼬임 방지도 있으면 좋겠고

고무부분으로 있으면 좋겠음
이런 소리 조절 버튼이랑 전화도 있으면 좋겠음

추천해줄수있음?"
비싼음식이 항상 맛있지는 않지,2021-11-06 15:54:14,"스피커는 모르겠는데 헤드폰은 굳이 하나만쓰는거 고집할이유는 없는듯 원래 플래그쉽 하나로 끝낼까했는데 그냥 그 아래급 여러개 돌려쓰는게 낫다는걸 깨달음 뭐 돈이많다면 플래그쉽을 돌려쓰겠다만,,,,
- dc official App"
김재앙군 ♥ 아동센터,2021-11-06 15:53:31,- dc official App
공익들 ㅈ뱅이치는거 왤캐 귀엽냐,2021-11-06 15:50:54,"울아파트 군복입고 휴가나온애가 더 귀엽긴하더라
- dc official App"
중하급기는 눈길이안감,2021-11-06 15:46:47,"정말 특별한 매력이있지않는한
100아래건 안살듯
정신은 멀쩡함"
아 시발 크리스탈팁 빨리와야겟네 귀 벌써아프다,2021-11-06 15:46:36,"귓구멍 시발 오른쪽이 작은거고 왼쪽이 큰건갑네

오른쪽은 귀아프고 왼쪽은 안아픈거보니


팁크기는 둘다 s림
- dc official App"
wf xm4랑 에어팟 프로중에 마이크 기능은 뭐가 더 나음?,2021-11-06 15:46:31,ㅇㅇ?
맥북사느니 헤드폰앰프를 사겠다,2021-11-06 15:45:22,그돈으로
멕북 24/192 지원도 안 하네,2021-11-06 15:43:57,앱등뮤직은 24/192 음원까지 있으면서
무선헤드폰 골라줘 멋진형들,2021-11-06 15:43:48,"h95랑
wh1000xm4 고민중이야

용도는 음감 70퍼, 그 외에 영상감상이랑 게임 음성챗용으로 쓸거고
음악은 밴드음악 주로들어
뭐가 좋을까?"
맥북 3.5mm 바뀐거 미쳤네 ㅋㅋㅋ,2021-11-06 15:42:04,이런 자잘한거에도 진심인 새끼들..  https://support.apple.com/en-us/HT212856
기억 나는 대로 디팔천 vs 1266,2021-11-06 15:41:44,"착용감 d8000 >> 1266 (d8000이 편한게 아니라 어비스가 구린것)

고음 d8000 > 1266

중음 d8000 < 1266

저음 d8000 >= 1266

공간감 d8000 << 1266

가격 포타프로 >>>>>> d8000 > 1266



결론: 포타프로 승"
득삼이 왜캐빨리옴,2021-11-06 15:39:39,"화요일에 샀는데 오늘왔네

e30이랑 비교해본다"
x26 pro 왔다,2021-11-06 15:37:33,절라크네 ㄹㅇㅋㅋ
"클래식은 한챕터 다들을라면 기본 2,30분이네",2021-11-06 15:37:24,"ㅈㄴ 길다 ㅋㅋ 음악 연주회 가면 못버틸듯
- dc official App"
오픈형 이어폰은 이어팟이면 종결임?,2021-11-06 15:37:03,ㅁㄴㅇㄹ?
ㅁㅌㅊ?,2021-11-06 15:36:33,"흠
- dc official App"
좀 커다란 무선 헤드폰같은거 있음?,2021-11-06 15:35:54,"헤드폰 써본거라곤 hd400s랑 560s가 다인데 400s는 내가 귀가 존나커서 작아서 오래 못썼고 560은 그럭저럭 편안하던데 560처럼 커다란 하우징 가진 무선 헤드폰 있을까?
- dc official App"
난 아이폰으로 만족할래,2021-11-06 15:34:57,괜히 더 좋은거 들어서 돈 쓰는것 보단 낫지..
이번 맥북프로에 음향성능 좋아졌다면 아이폰도?,2021-11-06 15:34:50,"앞으로 애플뮤직을 위해 아이폰도 다시
3.5단자나 하다못해
애플 고음질 꼬다리라도 나올거 같지않냐


맥북프로 3vrms출력에 snr thd도 준수한편이라던데

아이폰도 다시 음질 신경 쓰면 좋겠어"
이번 맥북 새로나온거 hd800 직결도 되려나,2021-11-06 15:33:10,단자 출력 높아졌다는 소식 있던데
댁앰다운하고싶다,2021-11-06 15:31:38,"근데 다운할게없다 댁앰이나 케이블이나 중간정도에 적당한게 없네
- dc official App"
코부즈 쓸만?,2021-11-06 15:30:29,"음원수 적지않음?
본인 타이달하고 유튭뮤직 스포티파이 써봄"
최근에 아이폰에 꼬다리 안 된다는 글 보이는디,2021-11-06 15:30:22,음감할거면 아이폰 사지 말라는 말임 하하
오 씨발 뭔데 이게 이어폰음질맞냐,2021-11-06 15:28:53,"전용이어팁빨인가 ldac빨인가 박력 개쩌노 ㅅㅂㅋㅋㅋ
- dc official App"
슬롬이 쓰는 헤드폰 660s넹,2021-11-06 15:28:40,ㅇㅇ
앰푸 고쳐왔다,2021-11-06 15:27:39,"퓨즈랑 변압기 고침

부활"
음알못 그지쉑 앤커q30 샀다,2021-11-06 15:27:33,"원래 쓰던거 버즈+, ksc75인데 넘모 좋다"
베이어다이나믹 사은품 왔다,2021-11-06 15:24:56,"엊그제 전화할땐 송장 문자로 보내준다더니 안보내줌
서비스 ㅆㅅㅌㅊ

큰 박스 안에 딱 이렇게 들어있음
먼지가 좀 많은거 빼면 ㄱㅊ
20103014 704 7 3 이거 뭔지 모르겠네

여튼 괜찮음

거치대 받으셈


무게중심이 뒤로 좀 쏠려 있어서 툭 치면 넘어감

헤드폰 올려놓으면 괜찮을거임 아마도?"
아 ka3 사고싶다,2021-11-06 15:24:50,꼬다리 업글 마려워
설마 아직도 섹스 못 해본 새끼 있냐?,2021-11-06 15:23:28,그럼 깐부잖어?
오늘도 하이파이맨이 2013년즈음 평판형으로 알려졌다는 소리가,2021-11-06 15:22:09,"나오네

2009년에 오디지랑 동시기에 미국에서 평판형 시작했고
첫 평판형 판매를 시작한것도 하이파이맨인것인데


무슨 중국에서 원래 dd로 유명하다 2013년즈음 평판형시도해서 알려졌다는거지


사실 중국에서 시작이 아니라 미국에서 시작
그후 중국에 공장건설이고

Dd로 유명한게 아니라 처음부터 평판으로 유명했다"
스타게이트 내폰에만 연결 안되네 씨발,2021-11-06 15:22:01,"친구들 아이폰 7 8 11 12 13 다 연결되는데 내13에만 안됨 
그냥 아예 반응이 없는데 좆같네 앰"
음질우선=ldac키는거고 연결우선=끄는거냐?,2021-11-06 15:21:23,"ㅇㅇ
- dc official App"
수연 ㅎㅈ,2021-11-06 15:20:16,"ㄱㅎㅈ
- dc official App"
엘리트 85t 마스터 슬레이브 많이 거슬리냐?,2021-11-06 15:19:48,버즈1 2년 쓰고 넘어가려는데 20선에서 얘가 큰 단점없이 괜찮은 것 같아서 지르려고 했는데 마스터 슬레이브가 거슬릴까 걱정이네 많이 거슬리는 편이냐?
흠; 그라도 팔아야되는데,2021-11-06 15:19:21,"ㄱㅎㅈ
- dc official App"
수연 ㅎㅈ,2021-11-06 15:20:16,"ㄱㅎㅈ
- dc official App"
엘리트 85t 마스터 슬레이브 많이 거슬리냐?,2021-11-06 15:19:48,버즈1 2년 쓰고 넘어가려는데 20선에서 얘가 큰 단점없이 괜찮은 것 같아서 지르려고 했는데 마스터 슬레이브가 거슬릴까 걱정이네 많이 거슬리는 편이냐?
흠; 그라도 팔아야되는데,2021-11-06 15:19:21,"인생망했네
- dc official App"
d7200 다시 들어보니 괜찮네,2021-11-06 15:19:10,"임피던스가 낮아서 소리가 크게 들려서 쏘는거처럼 느꼈나봄. 근데 밀폐답게 답답하긴 하네. 가성비는 그닥 모르겠다
- dc official App"
시바 난 왼쪽귓구녕 존나작은가봄,2021-11-06 15:17:56,"xm4 젤작은사이즈 이어팁도 좀 덜맞네
- dc official App"
왼쪽유닛 노캔 안켜지는거 왜이럼,2021-11-06 15:13:19,"xm4인데

이어폰이도

ldac뭐 어케키냐그리고

개발자모드는 또 뭐여 ㅅㅂ
- dc official App"
V moda m200 10만원에 얻었다 ㅋㅋㅋ,2021-11-06 15:11:34,"최저가 35만원짜리 10만원에 중고로 올라왔길래 당연히 쓰던건줄 알았는데 퍄키징도 안뜯은 새제품이였네 ㅋㅋ
존나 행복하다"
씹덕만보면 개패고싶음 페미급으로...,2021-11-06 15:11:24,"근데 이헤갤은 씹덕들이 많은거같아서

음향기기  취미 접어야하나 현타온다..

대부분 나사 빠진애들이나 하는게 음향기기인가..??"
theq쨩,2021-11-06 15:10:45,디팔로 종결해
xm4에 이거 걍 필요없냐?,2021-11-06 15:08:29,"언어랑 국가도 영어가 최선이거 이거 뭐 앱도 잘 모르것노
- dc official App"
데논 d7200은 실망이네,2021-11-06 15:08:15,"귀 엄청 쏘네 5분 이상 못 듣겠다. akg k371 세예에 없나
- dc official App"
짱 듣기 좋은 발라드 노래 추천..,2021-11-06 15:07:38,"https://youtu.be/AQa-hcn3ehw

짱 듣기 좋조오~?!"
이젠 스텔스만 사면 진짜 끝이야..,2021-11-06 15:05:26,끝이라는 말만 함
세예에서 듣는데 560s가 660 600 바르는데??,2021-11-06 15:05:11,"듣기 편함. 귀도 안 쏘고
- dc official App"
요즘 이어폰 씹덕 네이밍 심각하다,2021-11-06 15:04:55,아사벨라. 로리콘. 엠마뉴엘.
더큐 기변 브랜드별 다돌면 멀로 종결해,2021-11-06 15:04:47,ㄷㅋㄷㅋ
샨링m3x 왔다,2021-11-06 15:02:29,"천천히 들어봐야지
댑 오랜만인듯
블루레이도 왔고  다는 아니지만
이제 토핑만 오면되겠네"
아웃풋셀렉달린 앰프가 왜이리없을까,2021-11-06 14:58:31,"슬푸다
- dc official App"
음향기기에 잡다한 플라스틱이 없어야 소리가 좋음 ㅇㅇ,2021-11-06 14:58:09,반박시 니말이 옳음
야외 런닝할때 쓸 노캔이어폰 추천좀,2021-11-06 14:57:34,에어팟프로 쓰다가 부쉈음
통신망 음질 ㅋㅋㅋ 병신새끼,2021-11-06 14:55:17,중요한 근본은 노콘에 달려있다는것만 말함 ㅇㄱㄹㅇ
이사벨라 돈값함?,2021-11-06 14:55:05,"1dd라 의심스러운....
- dc official App"
흐음...kt 모바일 데이터는 음질이 별로네,2021-11-06 14:54:10,"lg 텔레콤 유튜브 뮤지 음질 >>> kt 타이달 마스터음질 인것 같군아...

훌륭한 스트리밍 음감을 위해 lg통신사와 lg폰을 써야겠군아..."
560s 케이블 쓸만한거 어디 없음?,2021-11-06 14:52:17,알아뒀다가 심심할때 줄질이나 살짝 해보련다
야 이어버드가 유닛말하는거냐?,2021-11-06 14:49:27,"ㅇㅇ
- dc official App"
바쿤유저 훈련중이다.,2021-11-06 14:45:22,"https://www.youtube.com/watch?v=slT6v4zmBx8
- dc official App"
짱공관과 액정,2021-11-06 14:37:41,웜웜웜톤
월요일이야 목숨걸어야됨,2021-11-06 14:36:23,- dc official App
솔직히 스탁스의 정체성은 람다임,2021-11-06 14:35:52,"굳이 오메가 시리즈 갈 필요없음

가장 이상적인건 람다 + 서브우퍼 구성을 하고

hrtf + 임펄스 적용하면 스피커 바르는거 가능"
XD05 쓸만하냐,2021-11-06 14:34:53,"베이직 기준 ㅇㅇ

간지는 나던데"
아이패드 인증 ㅋㅋㅋ~,2021-11-06 14:31:58,ㅈㄱㄴ
trn vx 진자 좋냐,2021-11-06 14:28:51,ㅋㅋ
20만원대 종결급 이어폰,2021-11-06 14:26:28,"https://youtu.be/q1Uj-hOXYgA


이 사람 영상 요새 자주 보는데, 해상도가 바리에이션급이라 하네
살짝 끌린다 ㅋㅋ"
와 나 ㄹㅇ 진짜 음질이고 뭐고 눈 돌아감,2021-11-06 14:24:56,"아이팟 클래식 7세대에 로파이 넣어서 음부하는데 은근 괜찮네..

아이팟 아니였으면 분명 이렇게까지 호의적이지 않음

감성값 ㅆㅅㅌㅊ

출력도 뭐 옛날 기기 치고 1vrms에 가까운 거로 아는데.. 플D 수준은 돼서 쓸만함

이제 아이팟 클래식 5세대만 받으면 끝이네"
어제 3090ㅁ210만원딜 봤냐,2021-11-06 14:24:37,"30초컷
- dc official App"
아이패드 살려면 뭐가 좋냐,2021-11-06 14:24:23,"뭔 씨발 종류가 좆나게 많냐

그림그릴껀데 암거나 사도 됨?



- dc official App"
블루투스 스피커 추천해주라,2021-11-06 14:23:25,스피커 갤은 블투 취급 안해서 잘모르는거 같더라. 가격은 50-60혹은 그 밑으로 생각중. 집에서 두고 사용할 예정
쿼빗 V30번들까본결과,2021-11-06 14:22:42,우레탄폼이 드라이버 전면부 하우징을 덕지덕지
지르기 직전이다 나좀 말려봐라,2021-11-06 14:22:16,정권 지르기 ㅋㅋ
오타쿠,2021-11-06 14:19:36,
GPU아직살때아닌데,2021-11-06 14:18:39,"다음세대로

12900K은 왜 GPU급 전력소모야

GPU는 전력소모낮추는방향으로 가고있는데"
오르바나 라이브 시리즈는 명작이야 진짜,2021-11-06 14:17:57,"하우징만 조금 더 컸으면 좋았을텐데

저음 통통 치는 느낌이 좋네 진짜"
S8을 안들어보고 수월우들어봤다하면 개패야한다캄,2021-11-06 14:16:25,"지금 당장 S8을 주문하도록

물론 케이블은 암거나 따로사"
노래 아무거나 추천좀,2021-11-06 14:15:35,"아무거나
- dc official App"
디렘 개구려 ㅋㅋ,2021-11-06 14:14:43,ㄷㄷ
숼우는 s8 미만잡이다,2021-11-06 14:14:07,모르면 외워
적정가에 구할수 있는 신품 이어폰중에 가장 오래된게 뭘려나,2021-11-06 14:10:02,"나같은경우는 소니 MDR-E727을 샀었는데 막 힘빠지는 음역대가 있어서 만삼천에 샀다 육천에 팔았음
- dc official App"
dd 종결은 디렘인데,2021-11-06 14:08:21,박사님 업적은 갑자기 무엇
3070 60넘게 주고 산애들은 바보임,2021-11-06 14:08:11,"ㅋㅋ 쌀때 사라 이말임
3080 100마넌할때 살걸 그랬음ㅠㅠ"
이거 살사람 읎냐,2021-11-06 14:07:37,"후기점 ㄷㄷ



- dc official App"
